volume,nr_RG,nr_suffix,header_no_tags,regest_no_tags,id_RG_all
5,1954,3,,"dux Saxonie et elector Sacrum Romanum Imperium, qui nuper oratores ad papam destinavit: breve quo mittit copiam revocationis translatio concilium Basileensis ad civitas Bononien. et ei commendat sicut et aliis electoribus protectionem concilium Basilee continuandi hortaturque quod eo quantocitius iret; monet eum ne ante adventum legatorum pape ibi nihil nisi de reductione Bohemorum tractaretur; operetur ipse dux apud alios electores ut Rabanus [de Helmstadt] archiepiscopatum Treverensis assequeretur similia brevia ad Conradum [de Daun] archiepiscopus Maguntinensis, Theodericum [de Moers] archiepiscopus Coloniensis, Fredericum [I.] marchionem Brandenburgensis, Ludovicum comes Palatinum Reni electores Sacrum Romanum Imperium [= RTA X per 666s non 391] 21. februarius 1433 V 370 127vs.",10501954-3
5,1954,4,,"et Margareta uxor: altare portatile 21. iunius 33 L 321 281v, licentia eligere confessor 24. iunius 33 L 321 287v, locis interdictum 24. iunius 33 L 321 284v, ante diem 24. iunius 1433 L 321 277r.",10501954-4
5,1954,5,,"et Sigismundus ac Otto fratres germani Saxonie duces et marchiones Misnensis omnes lantgravii Thuringie, qui occasione heresis Bohemorum gravia dampna sustulerunt: de indulgentia pro eccl. Misnensis ab eorum progenitoribus fundare concedere de 7 annus in 2 festivitatibus perpetuo 20. december 1435 S 316 262v.",10501954-5
5,1954,6,,"iidem: de licentia divina officia celebrare in eccl. Misnensis tempus interdictum pro ipsis et familiaris 20. december 1435 S 316 262vs, fragmentum, cassare sine data S 311 298v.",10501954-6
5,2286,0,Gerlitz Gorlicz Misnensis diocesis,,10502286-0
5,2286,1,,"incole opidum G., in cuius suburbio et aliis edificiis notabilibus prope muros sub die 25. september 30 heretici ignem imposuerunt, ex quo miraculose liberati sunt: de indulgentia pro parochialis ecclesia sancti Petri dictus opidum in festo commemorationis huius liberationis 19. october 1433 S 289 254rs.",10502286-1
5,2286,2,,"magistercivium, consules iurati et scabini dictus opidum: de mortis articulus 19. october 1433 S 289 254v.",10502286-2
5,2286,3,,"magistercivium, consules iurati et scabini dictus opidum: magistercivium, consules iurati, scabini et communitas dictus opidum quod de regno Bohemie existit, qui propter incursiones Hussitarum qui etiam suburbia concremaverunt tanta onera supportare habent, quod census hactenus creditoribus debiti solvi nequeant: de cassatio litium dictus creditorum et de absolutio a non soluto debito et de remissio a solutione durante persecutione hereticorum alicui committere [Nicolao de Albergatis] cardinalis sanctus Crucis qui faciat prout sibi videbitur 4. februarius 1434 S 293 39rss.",10502286-3
5,2286,4,,parochialis ecclesia sancti Nicolai et Katherine et beatus Marie necnon capella in hospitale sanctus Spiritus et sanctus Jacobi extra muros dictus opidum: de indulgentia 19. october 1433 S 289 254v.,10502286-4
5,2472,0,Guwin Misnensis diocesis,,10502472-0
5,2472,1,,"eccl. monasterium monialis sanctus Mauritii prope muros opidum G. ordo Cisterciensium et parochialis ecclesia beatus Marie dictus opidum, per Hussitas concremate: de indulgentia 7. november 1435 S 315 15v.",10502472-1
5,3472,0,Hestede Halberstadensis diocesis,,10503472-0
5,3472,1,,"parochialis ecclesia sancti Jacobi opidum H. ob vetustatem ruinosa: de indulgentia 23. maius 1444 S 397 23r, de uberiori indulgentia sineprebendadominus S 397 51r.",10503472-1
5,6313,0,Liptzen. Merseburgensis diocesis,,10506313-0
5,6313,1,,"rectores et universitas studium L. in Alamania: mittitur eis decretum translatio concilium ecumenici de civitas Basileensis ad civitas Ferrarien. mandaturque eis, ut quantocius poterint aliquos insignes doctores eo mittant 23. september 1437 V 367 107r.",10506313-1
5,6313,2,,eccl. domus opidum L. ordo frater minor Catharina ex ducibus Brunswicen. genita ducissa Saxsonie marchionissa Misne et lantgravia Thuringie vidua supplicare : de indulgentia ad 7 annus pro omnibus ante crucifixum ibi orantibus concedere de 5 annus 2. iulius 1438 S 349 95r.,10506313-2
5,6319,0,"Livinus Notze clericus Misnensis diocesis, familiaris Francisci [Condulmari] titulus sanctus Clementis presbiter cardinalis, vicecancellarii, perpetuus altarista ad altare Corporis Christi in parochialis ecclesia opidum Osschacz Misnensis diocesis",,10506319-0
5,6319,1,,de indulgentia pro dictus eccl. 30. ianuarius 1443 S 388 93r.,10506319-1
5,6319,2,,"familiaris dominus vicecancellarii ac apostolica sedes legati [.]: de licentia eligere confessor 6. iulius 1443 S 391 221r, L 402 277r.",10506319-2
5,6338,0,Luben Misnensis diocesis,,10506338-0
5,6338,1,,"parochialis ecclesia in L. per Bohemos hereticos igni destructa: de indulgentia 20. iulius 1434 S 297 55v, L 325 114r.",10506338-1
5,6853,0,Misnensis,,10506853-0
5,6853,1,,"vicarii et beneficiati eccl. M. quibus quondam Nicolaus [Ziegenbock] episcopus Misnensis concedere ut sicut cann. prebendatus dictus eccl. mediam partem red. in testamento delegare valere: de confirmatio 19. september 1431 S 271 31vs, executor: abbas monasterium Veteriscelle ac monasterium in Dobirlog ordo Cisterciensium Misnensis diocesis L 304 270rs.",10506853-1
5,6853,2,,"vicarii et beneficiati eccl. M. quibus quondam Nicolaus [Ziegenbock] episcopus Misnensis concedere ut sicut cann. prebendatus dictus eccl. mediam partem red. in testamento delegare valere: Johannes [Hofemann] episcopus etc. eccl. M., cuius mensa episcopalis ut arma moverent contra Hussitas magna debita contrahebat inter alia pro redempcione castri Liebendael Liebentael mutuum 2000 florenus ab abbas etc. monasterium Celle sanctus Marie ordo Cisterciensium dictus diocesis : de mandatum ad prelatum ut venditionem pro 4200 florenus castri Nossinn prope dictus monasterium 100 florenus dictus monasterium approbare concedere si in evidentem [usum], prestita caucione sive securitate sufficienti de precio in utilitatem mense convertendo 9. ianuarius 1432 S 273 241rs.",10506853-2
5,6853,3,,"vicarii et beneficiati eccl. M. quibus quondam Nicolaus [Ziegenbock] episcopus Misnensis concedere ut sicut cann. prebendatus dictus eccl. mediam partem red. in testamento delegare valere: eccl. Misnensis <reparatione indigens>, ab hereticis Bohemie oppressa Frederico, Sigismundo et Otthone germanis Saxonie ducibus ac marchionibus Misnensis etc. supplicare : de indulgentia ad 7 annus 1. iunius 35 S 311 298vs, de reformatio 31. december 1435 S 316 276vs.",10506853-3
5,6853,4,,"vicarii et beneficiati eccl. M. quibus quondam Nicolaus [Ziegenbock] episcopus Misnensis concedere ut sicut cann. prebendatus dictus eccl. mediam partem red. in testamento delegare valere: que in guerris contra hereticos Bohemos gravia damna perpessa est Frederico, Sigismundo et Ottone fratribus germanis ducibus Saxonie marchionibus Misnensis supplicare, quorum progenitores dictus eccl. fundaverunt et dotaverunt: de indulgentia plenaria ad 5 annus quocumque tempus concedere de 7 annus in 2 festivitatibus 15. maius 36 S 322 70v, de reformatio concedere de 100 diebus in octavis 15. maius 36 S 322 70vs, de reformatio concedere de alia festivitate 15. maius 1436 S 322 71r.",10506853-4
5,6853,5,,vicarii et beneficiati eccl. M. quibus quondam Nicolaus [Ziegenbock] episcopus Misnensis concedere ut sicut cann. prebendatus dictus eccl. mediam partem red. in testamento delegare valere: de tempus interdictum 15. maius 1436 S 322 70v.,10506853-5
5,6853,6,,capella beatus Marie in Rosis noviter erecta in Antiqua Civitate M.: de indulgentia 26. augustus 1441 S 376 3vs.,10506853-6
5,7372,0,Nuemburgensis Nuemburgensis,,10507372-0
5,7372,1,,"decanus et capitulum eccl. N., cuius eccl. scolastrie ex eo quod onera eidem scolastria incumbentia ex eius fructus supportari nequirent, post resignatio Johannis Stoube Stoybe papa univit canonicatus et maior prebenda dictus eccl. 12 marca argenti puri et de eis providere Henrico Stoube Stoybe de Goch, rector parochialis ecclesia in Gorsim Gersun Leodiensis diocesis; executor autem dictus littere unionis Johannes Radulphi Rudolphi de Clivis prepositus eccl. sancti Justi et Clementis Bebracen. Maguntinae diocesis minus legitime processit, a quo processu ipsi decanus etc. appellaverunt: de revocatio dictus unionis ex eo quod dictus scolastria nulla onera incumberent et quia ex antiquis statutis dictus eccl. non canonicatus et prebenda per scolasticus sed scolastria per canonicus prebendatus regi consueverint et quia iam 3 prebb. dictus eccl. incorporate essent 2 doctoribus in studio Lipczen. Merseburgensis diocesis legentibus et 1 fabrice dictus eccl. concedere si ex falsis causis 4. october 1435 S 312 223vs.",10507372-1
5,7372,2,,"decanus et capitulum eccl. N., cuius eccl. scolastrie ex eo quod onera eidem scolastria incumbentia ex eius fructus supportari nequirent, post resignatio Johannis Stoube Stoybe papa univit canonicatus et maior prebenda dictus eccl. 12 marca argenti puri et de eis providere Henrico Stoube Stoybe de Goch, rector parochialis ecclesia in Gorsim Gersun Leodiensis diocesis; executor autem dictus littere unionis Johannes Radulphi Rudolphi de Clivis prepositus eccl. sancti Justi et Clementis Bebracen. Maguntinae diocesis minus legitime processit, a quo processu ipsi decanus etc. appellaverunt: decanus et capitulum eccl. N., cui papa concedere revocatio cuiusdam unionis canonicatus et maioris prebenda dictus eccl. scolastria dictus eccl. insimul 12 marca argenti puri <per littere Johannis Radulphi de Clivis prepositus eccl. sancti Justi et Clementis Bebracen. Maguntinae diocesis> ad petitionem Henrici Stoube de Goch <rector parochialis ecclesia in Gorsim Leodiensis diocesis, cui post resignatio Johannis Stoube de dictus scolastria eccl. Nuemburgensis providere fuit>: de reformatio dictus revocatio cum extensio signature 'concedere si ex falsis causis' in 'concedere si et inquantum ex falsis vel minus iustis causis processerit et in preiudicium eccl. et alienationem collationis decanus et capitulum predictorum' 25. october 1435 S 314 241vs, executor: abbas monasterium sanctus Georgii extra muros Nuemburgensis L 329 21vss.",10507372-2
5,7372,3,,"magistricivium, consules et cives civitas N., qui ex devotione quandam capella beatus Marie in parochialis ecclesia sancti Venzeslai Nuemburgensis in qua duobus diebus septimane in magno numero ad audiendum missam conveniunt ex licentia ordinarius erigerunt et dotaverunt copiose: de locis interdicere concedere de omnes in forma 26. october 1432 S 280 236r.",10507372-3
5,7372,4,,"magistricivium, consules et cives civitas N., qui ex devotione quandam capella beatus Marie in parochialis ecclesia sancti Venzeslai Nuemburgensis in qua duobus diebus septimane in magno numero ad audiendum missam conveniunt ex licentia ordinarius erigerunt et dotaverunt copiose: parochialis ecclesia sancti Wentzeslai N. que plus quam 4000 communicantium habet: de indulgentia 10. september 1440 S 367 130v.",10507372-4
5,7397,0,Osnaburgensis,,10507397-0
5,7397,1,,"decanus et capitulum eccl. O., quibus olim unio utriusque vicarr. ad altare sanctus Crucis sub organis <videlicet vicaria ad altare sanctus Crucis sub organis veteribus dictus eccl. 4 marca argenti et officium ministerii organorum 4 marca argenti > ad usum officium organorum in dictus eccl. <de consensu Johannis [de Diepholz] episcopus Osnaburgensis et Henrici Droghe I decanus ecclesia sancti Johannis O. de mandatum Juliani [de Cesarinis] sanctus Angeli diaconus cardinalis legati> concessio erat: de confirmatio 10. november 32 S 281 233r, de confirmatio et de collatio ad dictus novum beneficium pro ipsis decanus et capitulum ut persone habili in arte musicali ac ministerio ludi organici conferatur 1. maius 33 S 291 294r–295v, de eodem et de confirmatio Alberti Suho presbiter Osnaburgensis rector officium organorum in possessione etiam dictus altare 4 marca argenti puri vacante per obitum Hermanni Wictekrevet Wittekienet et de licentia dictus officium in posterum alicui in arte musicali ac ministerio ludi organici experto conferre 21. maius 1434 S 297 74vs.",10507397-1
5,7397,2,,"decanus et capitulum eccl. O., quibus olim unio utriusque vicarr. ad altare sanctus Crucis sub organis <videlicet vicaria ad altare sanctus Crucis sub organis veteribus dictus eccl. 4 marca argenti et officium ministerii organorum 4 marca argenti > ad usum officium organorum in dictus eccl. <de consensu Johannis [de Diepholz] episcopus Osnaburgensis et Henrici Droghe I decanus ecclesia sancti Johannis O. de mandatum Juliani [de Cesarinis] sanctus Angeli diaconus cardinalis legati> concessio erat: qui univerant altare sanctus Crucis sub organis veteribus dictus eccl. et officium ministerii organorum ut in dictus eccl. organista in arte organi pulsandi peritiam habens perpetuo sit, que unio a Johanne [de Diepholz] episcopus Osnaburgensis et papa confirmare est: de declaratio quod provisio de dictus altare et officium ipsis decanus et capitulum reservare sit concessio quod non cadat sub expectatio 31. martius 1435 S 303 299rs.",10507397-2
5,7397,3,,"decanus et capitulum eccl. O., quibus olim unio utriusque vicarr. ad altare sanctus Crucis sub organis <videlicet vicaria ad altare sanctus Crucis sub organis veteribus dictus eccl. 4 marca argenti et officium ministerii organorum 4 marca argenti > ad usum officium organorum in dictus eccl. <de consensu Johannis [de Diepholz] episcopus Osnaburgensis et Henrici Droghe I decanus ecclesia sancti Johannis O. de mandatum Juliani [de Cesarinis] sanctus Angeli diaconus cardinalis legati> concessio erat: qui univerant altare beatus Marie ac sancti Ursule et Marie Magdalene et officium succentorie in dictus eccl. O., ut in dictus eccl. succentor in arte cantandi peritiam habens sit perpetuo, que unio a Johanne [de Diepholz] episcopus Osnaburgensis et papa confirmare est: de declaratio quod provisio de dictus altare et succentoria ipsis decanus et capitulum reservare sit concessio quod non cadat sub expectatio 31. martius 1435 S 303 299vs.",10507397-3
5,7397,4,,"decanus et capitulum eccl. O., quibus olim unio utriusque vicarr. ad altare sanctus Crucis sub organis <videlicet vicaria ad altare sanctus Crucis sub organis veteribus dictus eccl. 4 marca argenti et officium ministerii organorum 4 marca argenti > ad usum officium organorum in dictus eccl. <de consensu Johannis [de Diepholz] episcopus Osnaburgensis et Henrici Droghe I decanus ecclesia sancti Johannis O. de mandatum Juliani [de Cesarinis] sanctus Angeli diaconus cardinalis legati> concessio erat: decanus Osnaburgensis: lectio bulle maius 1435 T 4 98r.",10507397-4
5,7397,5,,"decanus et capitulum eccl. O., quibus olim unio utriusque vicarr. ad altare sanctus Crucis sub organis <videlicet vicaria ad altare sanctus Crucis sub organis veteribus dictus eccl. 4 marca argenti et officium ministerii organorum 4 marca argenti > ad usum officium organorum in dictus eccl. <de consensu Johannis [de Diepholz] episcopus Osnaburgensis et Henrici Droghe I decanus ecclesia sancti Johannis O. de mandatum Juliani [de Cesarinis] sanctus Angeli diaconus cardinalis legati> concessio erat: qui considerantes quod fructus primi altare dictus eccl. 4 marca a. purus, qui in oblationibus fidelium consistunt et ex quibus olim rector dictus altare et 2 capp. sustentari valere et etiam pensio annua tam in pecunia quam in luminaribus ipsis decanus et capitulum soluta erat nimium diminuti sint propter levitatem monete partium illarum et alias causas dictus altare 2 beneficia sine cura ad eorum collatio spectantia proximo vacaturus incorporaverunt, que incorporatio auctoritas ordinarius confirmare est: de confirmatio et de declaratio quod nullus beneficium in dictus eccl. accipere valere quousque dictus unio perficeretur concessio de confirmatio 8. december 1435 S 316 212rs.",10507397-5
5,7397,6,,"Gerlacus prior et frater domus ordo predicatorum in O., cuius eccl. <sanctus Dominici pluries> igne dampnificata est: de indulgentia ad instar ecclesia sancti Marci de Venetiis <et capella beatus Marie Heremitarum in Eynsideln Constantiensis diocesis ac capella sanctus Crucis in Wilsnako Havelbergensis diocesis in Alamania> 6. iulius 32 S 278 112vs, 12. iulius 1432 S 278 191rs, L 317 190r.",10507397-6
5,8363,0,Syon Zwerinensis diocesis,,10508363-0
5,8363,1,,"monasterium ad Coronam Marie, sanctus Brigitte sanctus Salvatoris nuncupatus de S. ordo sancti Augustini solempniter constructum: de indulgentia 6. iunius 1442 S 385 92v.",10508363-1
5,8363,2,,"monasterium ad Coronam Marie, sanctus Brigitte sanctus Salvatoris nuncupatus de S. ordo sancti Augustini solempniter constructum: de uberioribus indulgentia 11. iulius 1442 S 384 47vs, L 387 246vs.",10508363-2
5,8486,0,Sunden. Zwerinensis diocesis,,10508486-0
5,8486,1,,"eccl. beatus Marie in opidum S., ad quam multitudo christianorum confluit et que propter solemnitatem constructionis non modicum indebitata est, campanili nondum completo: de indulgentia 28. aprilis 42 S 382 51v, de uberioribus indulgentia quia pauper est et magna indiget reformatione 11. iulius 1442 S 384 47v, L 387 246rs.",10508486-1
5,8486,2,,parochialis ecclesia sancti Nicolai in opidum S.: de indulgentia 26. maius 1445 S 405 283v.,10508486-2
5,8513,0,Tanghermundis Halberstadensis diocesis,,10508513-0
5,8513,1,,"Friderico [II.] iuveni marchione Brandenburgensis et burggravio Norenbergen. <Friderici [I.] marchionis Brandenburgensis filio> supplicatio : de licentia erigere monasterium ordo predicatorum <ad laudem beatus Marie> in Civitate Nova extra muros opidum Tangermunden. <in loco a dominus Friderico iuniore donato> cum consensu provincialis et frr. provincia Saxonie dictus ordo et proconsulum etc. 18. november 1438 S 352 89rs, L 359 71rs.",10508513-1
5,8513,2,,Friderico [II.] iuveni marchione Brandenburgensis et burggravio Norenbergen. <Friderici [I.] marchionis Brandenburgensis filio> supplicatio : prior et conventus domus ordo predicatorum in loco qui dicebatur Rosengarde nunc Nova Civitas extra muros opidum T. noviter erecte: de indulgentia pro eccl. dictus domus ad 7 annus et de locis interdictum concedere de 4 annus 2. iulius 1440 S 366 273r.,10508513-2
5,8895,0,"Torm Torme, Torine Nuemburgensis diocesis",,10508895-0
5,8895,1,,"parochialis ecclesia beatus Marie ville dicte T. a Hussitis graviter dampnificata: de indulgentia 19. iulius 32 S 285 237vs, 25. iulius 32 S 278 257r, 26. augustus 32 S 279 161r, de reformatio 13. september 1432 S 279 291v, L 317 307rs.",10508895-1
5,9465,0,Wilsnacen. Wilczenach Havelbergensis diocesis,,10509465-0
5,9465,1,,"locus W. sub dominio Frederici II. marchionis Brandenburgensis supplicare , in cuius parochialis ecclesia ante 60 annus totaliter combusta 3 hostie consecrate reperte sunt transformate sanguine resperso, ad quas hostias magnus numerus peregrinorum inter quos Carolus IV. Romanorum Imperator, reges Francie, Anglie et Bohemie et alii principes confluxit sicut et confluit, quod miraculum et archiepiscopus Magdeburgensis metropolitanus et episcopus Havelbergensis cum multis aliis episcopi approbaverunt et indulgentia diversas concedere, ex quo dictus eccl. solemniter reedificata et cultus inibi sumptuose restauratus est: indulgentia et facultas audiendi confessio pro rector dictus parochialis ecclesia et 2 capp. 2. ianuarius 1447 V 365 475rss.",10509465-1
5,9465,2,,"locus W. sub dominio Frederici II. marchionis Brandenburgensis supplicare , in cuius parochialis ecclesia ante 60 annus totaliter combusta 3 hostie consecrate reperte sunt transformate sanguine resperso, ad quas hostias magnus numerus peregrinorum inter quos Carolus IV. Romanorum Imperator, reges Francie, Anglie et Bohemie et alii principes confluxit sicut et confluit, quod miraculum et archiepiscopus Magdeburgensis metropolitanus et episcopus Havelbergensis cum multis aliis episcopi approbaverunt et indulgentia diversas concedere, ex quo dictus eccl. solemniter reedificata et cultus inibi sumptuose restauratus est: supradictus marchione supplicare : mandare episcopus Havelbergensis et episcopus Lubucensis quatinus rector supradictus parochialis ecclesia concedere quod unam hostiam consecratam apud supradictus hostias transformatas ponere quia per frequentem ostensionem hostie in earum qualitatibus alterari possint et fidelibus diebus singulis ostendere valere 5. februarius 1447 V 365 474vs.",10509465-2
5,9494,0,Wismar Wysmarien. Razeburgensis diocesis,,10509494-0
5,9494,1,,parochialis ecclesia sancti Georgii in opidum W. de novo edificanda: de indulgentia 18. december 1437 S 342 278r.,10509494-1
5,9494,2,,parochialis ecclesia sancti Nicolai in opidum W. rector et provisoribus supplicatio : de indulgentia 19. october 1437 S 341 37r.,10509494-2
5,9557,0,Czeginhain Tzegenhom Nuemburgensis diocesis,,10509557-0
5,9557,1,,"capella beatus Marie in villa Cz. sumptuose in suis edificiis incepta ac propter ipsius operis sumptuositatem nondum completa: de indulgentia 20. iulius 1434 S 297 55rs, L 325 114v.",10509557-1
6,126,0,Aldenburg,,10600126-0
6,126,1,,"ecclesia sancti Georgii martir in opidum Nuemburgensis diocesis : supplicare Frederico duce Saxonie de relaxatio 7 annus 21. november 47 S 421 85vs, Fiat de 3 annus 3. maius 1448 V 387 331rs.",10600126-1
6,126,2,,"ecclesia sancti Georgii martir in opidum Nuemburgensis diocesis supplicare idem de incorporatio capella sine cura corpus Cristi prope Garsitz Nuemburgensis diocesis 4 marca argenti dictus ecclesia 60 21. november 47 S 421 174v, 3. maius 1448 V 407 57vss.",10600126-2
6,427,0,Beyngendorp,,10600427-0
6,427,1,,parochialis ecclesia Razeburgensis diocesis : supplicatio Hinrico duce Magnopolen . de relaxatio 5 annus 2. martius 1451 S 449 126rs.,10600427-1
6,554,0,Blanckenborgh,,10600554-0
6,554,1,,capella beatus Marie virgo ante opidum Halberstadensis diocesis ad monasterium monialis dictus opidum spectans : supplicatio Ulrico et Bernardo comes de Reynstein de relaxatio 7 annus 19. iulius 1453 S 468 66r.,10600554-1
6,568,0,Brandenburgensis,,10600568-0
6,568,1,,"et Havelberg . ecclesia : supplicare Frederico marchione Brandenburg . suppressio ordo Premonstratensium in dictus ecclesia, cuius persone transferantur ad monasterium beatus Marie virgo in monte prope antiquam civitas Brandenburgensis et ad monasterium fundare per dictus marchionem loco Wilchenack Havelbergensis diocesis, ac institutio capitulum cum canonicus 5. februarius 1448 V 388 29r-30v.",10600568-1
6,568,2,,monasterium beatus Marie virgo in monte extra muros ordo Premonstratensium : supplicare Frederico marchione Brandenburg . approbatio unionis certarum parochialis ecclesia sancti dominus [ februarius 1448?] V 388 97vs.,10600568-2
6,568,3,,parochialis ecclesia sancti Mathie apostolicus et Godehardi civitas : supplicare proconsulibus et communitate civitas Brandenburgensis de relaxatio 7 annus Fiat de 5 annus 13. iunius 1450 S 445 60r.,10600568-3
6,921,0,Corsitz Garsitz,,10600921-0
6,921,1,,"capella corpus Cristi prope villam Nuemburgensis diocesis : supplicatio Frederico duce Saxonie de relaxatio 7 annus Fiat de 3 annus 21. november 1447 S 421 86r, V 387 330rs.",10600921-1
6,922,0,Cosbude,,10600922-0
6,922,1,,capella sanctus Dorothee virgo et martir Misnensis diocesis : supplicatio Frederico duce Saxonie de relaxatio 5 annus Fiat de 3 annus 21. november 1447 S 421 171v.,10600922-1
6,1073,0,Ebirsdorf,,10601073-0
6,1073,1,,parochialis ecclesia beatus Marie virgo Misnensis diocesis : supplicatio Frederico duce Saxonie et Margareta uxor ac rector dictus parochialis ecclesia de relaxatio 7 annus 19. iulius 1453 S 467 294rs.,10601073-1
6,3976,0,Lipczia,,10603976-0
6,3976,1,,capella hospitalis sanctus Georgii extra muros opidum Merseburgensis diocesis : supplicatio Frederico duce Saxonie relaxatio 3 annus 3. maius 1448 V 387 330vs.,10603976-1
6,4628,0,Nova Cella,,10604628-0
6,4628,1,,monasterium beatus Marie ordo Cisterciensium Misnensis diocesis : relaxatio 1 annus 15. martius 1453 L 482 101r.,10604628-1
6,5229,0,Soraw,,10605229-0
6,5229,1,,parochialis ecclesia opidum Misnensis diocesis : supplicatio Frederico marchione Brandenburgensis necnon Heinrico et Waldislao ducibus Silesie de relaxatio 7 annus 25. aprilis 1450 S 443 108vs.,10605229-1
6,5255,0,Stendalia,,10605255-0
6,5255,1,,"habitatores opidum Halberstadensis diocesis : supplicatio Frederico marchione Brandenburgensis concessio, quod stare velint iuri coram commissario episcopus Halberstadensis in dictus opidum sine data [48?] V 388 98vss.",10605255-1
6,5255,2,,parochialis ecclesia sancti Nicolai Halberstadensis diocesis : supplicatio Friderico marchione Brandenburgensis de relaxatio Fiat de 5 annus 8. martius 1449 S 434 97r.,10605255-2
6,5255,3,,"decanus etc. ecclesia sancti Nicolai Halberstadensis diocesis : supplicatio Frederico marchione Brandenburgensis de unione parochialis ecclesia in Puwelinghe Halberstadensis diocesis 4 marca argenti vacaturus per resignatio Henrici Waltershusen ad succentoriam dictus ecclesia 4. Non est honesta Turonensis "" 8. martius 1449 S 434 97rs. """,10605255-3
6,5255,4,,decanus etc. ecclesia sancti Nicolai Halberstadensis diocesis supplicatio eodem de littere conservatoria 8. martius 1449 S 434 97v.,10605255-4
6,5255,5,,decanus etc. ecclesia sancti Nicolai Halberstadensis diocesis assignatio 100 florenus auri de camera ex pecunia collectis pro reductione Grecorum fabrice dictus ecclesia 1. iunius 1451 DC 26 193vs.,10605255-5
6,5255,6,,"decanus etc. ecclesia sancti Nicolai Halberstadensis diocesis de incorporatio parochialis ecclesia in Piweling extra muros dictus opidum 2 marca argenti succentorie dictus ecclesia 4, que erecta fuit ex vicaria sanctus Michaelis dictus ecclesia 13. iulius 1452 S 461 105rs, L 481 187rss.",10605255-6
6,5322,0,Tangermunda,,10605322-0
6,5322,1,,ecclesia sancti Petri et Pauli apostoli domus ordo frater predicatorum extra muros opidum Halberstadensis diocesis : supplicare Frederico marchione Brandenburgensis de relaxatio 5 annus 9. september 1452 S 462 88vs.,10605322-1
6,5322,2,,ecclesia sancti Petri et Pauli apostoli domus ordo frater predicatorum extra muros opidum Halberstadensis diocesis supplicare eodem de extensio dictus relaxatio de uno festo ad festum sanctus Thome de Aquino 5. iulius 1453 S 467 201rs.,10605322-2
6,5322,3,,capella in castro Halberstadensis diocesis : supplicare Frederico marchione Brandenburgensis exemptio iudicium ab episcopus Halberstadensis sine dato [48?] V 388 167rs.,10605322-3
6,5915,0,Wilsenack,,10605915-0
6,5915,1,,parochialis ecclesia Havelbergensis diocesis : relaxatio 7 annus sine data [48?] V 388 91rs.,10605915-1
6,6002,0,Wulfenbuterl,,10606002-0
6,6002,1,,capella prope castrum Halberstadensis diocesis : insinuante Henrico duce Brunswicen. relaxatio 7 annus 15. december 1450 L 466 240vs.,10606002-1
6,6006,0,Czegenhayn,,10606006-0
6,6006,1,,"capella beatus Marie virgo Nuemburgensis diocesis : de relaxatio 7 annus 21. iulius 1453 S 468 52r, L 487 113v.",10606006-1
7,432,0,Choryn,,10700432-0
7,432,1,,"Abb. etc. monasterium ordo Cisterciensium Brandenburgensis diocesis : de transf. capella beatus Marie virgo ac sancti Marie Magdalene et Brigitte in loco de Zohnsteberg Hohnsteberg dictus diocesis guerris devastatam cum suis indulgentia ad capella in Serwicz Serwortz dictus diocesis et de relaxatio unum annus 9 aprilis 1457 S 498 112rs., V 460 8vss.",10700432-1
7,1083,0,"Hermannus Piwerling clericus Halberstadensis diocesis ex utroque parens de militaris genus, litigare contra Henninghum Storbeken clericus nuper defunctum",,10701083-0
7,1083,1,,"de surrogatio et provisio de archidiaconatus in Derdessen in ecclesia Halberstadensis 6 marca argenti vacare per assecutio prepositura ecclesia collegiata sanctus Bonifacii Halberstadensis Werneri de Clode clericus dictus diocesis ex utroque parens de militaris genus, non obstante celleraria ecclesia Halberstadensis 20 aprilis 1455 S 479 63rs.",10701083-1
7,1083,2,,"Frederici marchionis Brandenburgensis Sacrum Romanum Imperium electoris secretarius et sanctus palatii apostolicus causarum notarius, litigare contra Johannem Gelen canonicus ecclesia Halberstadensis: de provisio si neutri de celleraria ecclesia Halberstadensis 20 marca argenti vacante per obitum Gerardi Koneken senior 26 iulius 1455 S 483 154v.",10701083-2
7,1083,3,,"subdiaconus: de non promotio ad 10 annus, fiat ad 2 annus 25 october 1455 S 485 238r.",10701083-3
7,1083,4,,"litigare contra quondam Johannem Ghelen acolitus apostolicus: de surrogatio et nova provisio de celeraria ecclesia Halberstadensis 20 marca argenti , non obstantibus Halberstadensis et Magdeburgensis ecclesia canonicatus et prebenda 6 et 6 marca argenti necnon in sanctus Stephani Tangermunden. et in sanctus Ciriaci in Rekstede et in opidum Arneborgh parochialis ecclesia Halberstadensis diocesis perpetuus sine cura vicaria simul 12 marca argenti ac canonicatus et prebenda litigiosus in ecclesia sancti Nicolai opidum Stendal. dictus diocesis 6 marca argenti 1 november 1455 S 486 83vs.",10701083-4
7,1083,5,,"de non residentia 27 ianuarius 57 S 496 27r, reformatio 30 aprilis 1457 S 499 27v.",10701083-5
7,1083,6,,de horis secundum morem Romanum dicendis 30 aprilis 1457 S 499 27vs.,10701083-6
7,1083,7,,unus ex patronis parochialis ecclesia in Kakelitz Halberstadensis diocesis: supplicatio Frederico senior marchione Brandenburgensis de extensio relaxatio ad aliud festum 7 maius 1457 S 499 183rs.,10701083-7
7,2477,0,Quedelingborch,,10702477-0
