volume,nr_RG,abbreviation,gold,system,verdict,step,candidate_miss,candidates,verdict_once,expansion_once,context
9,5330,eccles.,ecclesiastico,ecclesiasticus,wrong_form,step 1 (rule),"","",wrong_form,ecclesiasticus,minimis et parvis causis eccles. interdicto auct. ordin. suppositum
2,2411,el.,eligendi,eligere,wrong_form,step 2 (candidates),no,electio; electus; eligere,not_expanded,el.,L 90 101 lic. el. confess. 31 mart. 1401
5,1954,elig.,eligendi,eligere,wrong_form,step 1 (rule),"","",wrong_form,eligere,321 281 v lic. elig. confess. 24 iun. 33
5,1954,elig.,eligendi,eligere,wrong_form,step 1 (rule),"","",wrong_form,eligere,duces Saxonie de lic. elig. confess. alt. port. ante
5,6319,elig.,eligendi,eligere,wrong_form,step 1 (rule),"","",wrong_form,eligere,sed. legati de lic. elig. confess. 6 iul. 1443
2,370,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,Cristiano ep. Nuemburg. Henrico ep. Merseburg Johanne in Swartzpurg
2,370,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,Magunt. facta a Cristiano ep. Nuemburg. Henrico ep. Merseburg
4,2980,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,communitatem ville Werd novo ep. Bamberg. 25 iul. 1425
4,6189,ep.,episcopi,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,informandi sup. processu Magni ep. Camin. contra Nicolaum Bowerstorp
4,11069,ep.,episcopum,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,Hofiken facte p. Johannem ep. Misnen. 4 iun. 1421
4,11069,ep.,episcopum,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,Grymis facte p. Ghebehardum ep. Merseburg. et in Hofiken
5,1954,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,et Nicolao de Lubich ep. Merseburg. approbata de conf.
5,7397,ep.,episcopi,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,consensu Johannis de Diepholz ep. Osnaburg. et Henrici Droghe
5,7397,ep.,episcopi,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,consensu Johannis de Diepholz ep. Osnaburg. et Henrici Droghe
5,7397,ep.,episcopi,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,consensu Johannis de Diepholz ep. Osnaburg. et Henrici Droghe
5,7397,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,a Johanne de Diepholz ep. Osnaburg. et papa conf.
5,7397,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,a Johanne de Diepholz ep. Osnaburg. et papa conf.
5,7397,ep.,episcopi,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,consensu Johannis de Diepholz ep. Osnaburg. et Henrici Droghe
5,7397,ep.,episcopi,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,consensu Johannis de Diepholz ep. Osnaburg. et Henrici Droghe
5,9465,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,suprad. marchione supplic. m. ep. Havelberg. et ep. Lubuc.
5,9465,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,m. ep. Havelberg. et ep. Lubuc. quatinus rect. suprad.
6,5255,ep.,episcopi,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,velint iuri coram commissario ep. Halberstad. in d. op.
6,5322,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,Brandenburg. exempt. iudic. ab ep. Halberstad. s. d. 48
9,528,ep.,episcopo,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,Zwerin. dioc. supplic. Wernero ep. Zwerin. et Jaspero de
9,1746,ep.,episcopum,episcopus,wrong_form,step 1 (rule),"","",wrong_form,episcopus,ad componendum ad Petrum ep. Tirasonen. bulla sup. indulto
5,9465,epp.,episcopis,episcopi,wrong_form,step 1 (rule),"","",wrong_form,episcopi,Havelberg. c. multis aliis epp. approbaverunt et indulg. diversas
5,9465,epp.,episcopis,episcopi,wrong_form,step 1 (rule),"","",wrong_form,episcopi,Havelberg. c. multis aliis epp. approbaverunt et indulg. diversas
5,8513,erig.,erigendi,erigere,wrong_form,step 1 (rule),"","",wrong_form,erigere,filio supplic. de lic. erig. mon. o. pred. ad
9,2155,erig.,erigendi,erigere,wrong_form,step 1 (rule),"","",wrong_form,erigere,224 vss. de lic. erig. domum o. fr. min.
4,1309,ev.,evangeliste,evangelista,wrong_form,step 1 (rule),"","",wrong_form,evangelista,Caldenborne mon. s. Johannis ev. can. reg. Halberstad. dioc.
2,370,evoc.,evocandi,evocare,wrong_form,step 1 (rule),"","",wrong_form,evocare,45 122 v. m. evoc. can. Magdeburg. qui ratione
5,885,exec.,executores,executor,wrong_form,step 2 (candidates),no,executere; executio; executor,not_expanded,exec.,S 323 235 vs exec. abb. mon. ss. Petri
5,6853,exec.,executores,executor,wrong_form,step 2 (candidates),no,executere; executio; executor,not_expanded,exec.,S 271 31 vs exec. abb. mon. Veteriscelle ac
8,324,exist.,existit,existere,wrong_form,step 1 (rule),"","",wrong_form,existere,et pastor idem prep. exist. est annexa de conf.
2,2411,fact.,facte,factus,wrong_form,step 1 (rule),"","",wrong_form,factus,100 m. conf. perm. fact. inter ipsum et Mechtildem
2,6133,fact.,facta,factus,wrong_form,step 1 (rule),"","",wrong_form,factus,finibus marchionatus et ducatus fact. 14 oct. 1401 L
5,1954,fam.,familiaribus,familiaris,wrong_form,step 2 (candidates),no,familiaris; familiaritas,not_expanded,fam.,interd. pro ipsis et fam. 20 decb. 1435 S
5,1954,fam.,familiaribus,familiaris,wrong_form,step 2 (candidates),no,familiaris; familiaritas,not_expanded,fam.,etiam pro ux. et fam. 26 apr. 32 S
8,4669,feb.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,creatus foret edidit 26 feb. 1463 S 561 236
4,6189,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,instrumentum insertum est 8 febr. 1424 DC 8 93
4,6189,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,Gustrowen. Camin. dioc. 19 febr. 1427 S 208 90
4,6189,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,sub data III kal. febr. a. I 23 S
4,6189,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,nomine camere factis 14 febr. 1424 DC 8 97
4,8386,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,o. Henrici Hoppensack 19 febr. 1426 A 2 130
4,8386,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,ac custodie Nuemburg. 19 febr. 1431 A 5 81
4,8386,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,78 v. tab. 5 febr. 1427 L 272 331
4,10238,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,dioc. de indulg. 21 febr. 1429 S 237 118
4,10240,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,dioc. de indulg. 21 febr. 1429 S 237 118
4,13431,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,restit. bulle suprad. 20 febr. 1430 A 4 274
4,14862,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,d. marchionis venientibus 5 febr. 1425 S 191 279
5,1482,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,rect. d. eccl. 5 febr. 1447 V 365 477
5,1601,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,confess. delegare possit 21 febr. 1437 S 332 114
5,1954,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,s n. 391 21 febr. 1433 V 370 127
5,2286,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,prout sibi videbitur 4 febr. 1434 S 293 39
5,9465,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,singulis ostendere val. 5 febr. 1447 V 365 474
6,568,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,capit. c. can. 5 febr. 1448 V 388 29
6,568,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,par. eccl. s. d. febr. 1448 V 388 97
9,1835,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,ad 3 an. 4 febr. 1467 S 614 347
9,6302,febr.,februarii,februarius,wrong_form,step 1 (rule),"","",wrong_form,februarius,Conc. 3 an. 4 febr. 1467 S 607 83
4,6189,fil.,filium,filius,wrong_form,step 2 (candidates),no,filia; filialis; filius,not_expanded,fil.,Arnoldum fil. Renwardi Drake fil. Hennyngi Draken Conradum Wynterueld
4,6189,fil.,filium,filius,wrong_form,step 2 (candidates),no,filia; filialis; filius,not_expanded,fil.,Nicolaum van der Berghe fil. Deghenardi Spegelstorp Sabel Parzisow
4,6189,fil.,filium,filius,wrong_form,step 2 (candidates),no,filia; filialis; filius,not_expanded,fil.,Buggenhaghen Bernardum Buggenhaghen Arnoldum fil. Renwardi Drake fil. Hennyngi
4,6189,fl.,florenorum,florenus,wrong_form,step 1 (rule),"","",wrong_form,florenus,161 dat mutuum 200 fl. cam. ap. p. Cristianum
4,6189,fl.,florenos,florenus,wrong_form,step 1 (rule),"","",wrong_form,florenus,provincia Bremen. solv. 170 fl. de pecuniis p. eum
5,6853,fl.,florenorum,florenus,wrong_form,step 1 (rule),"","",wrong_form,florenus,Liebendael Liebentael mutuum 2000 fl. ab abb. etc. mon.
5,6853,fl.,florenorum,florenus,wrong_form,step 1 (rule),"","",wrong_form,florenus,prope d. mon. 100 fl. d. mon. approb. conc.
5,6853,fl.,florenis,florenus,wrong_form,step 1 (rule),"","",wrong_form,florenus,ut venditionem pro 4200 fl. castri Nossinn prope d.
6,5255,fl.,florenorum,florenus,wrong_form,step 1 (rule),"","",wrong_form,florenus,Halberstad. dioc. assign. 100 fl. auri de cam. ex
4,6189,fr.,fratrem,frater,wrong_form,step 1 (rule),"","",wrong_form,frater,Cristianum Coband can. Razeburg. fr. o. Prem. 13 dec.
4,6189,fr.,fratres,frater,wrong_form,step 1 (rule),"","",wrong_form,frater,et Degenhardum dd. Buggenhagen fr. nob. Camin. dioc. necnon
5,7397,fr.,fratres,frater,wrong_form,step 1 (rule),"","",wrong_form,frater,rs. Gerlacus prior et fr. domus o. pred. in
4,2980,fruct.,fructibus,fructus,wrong_form,step 1 (rule),"","",wrong_form,fructus,S 174 37 de fruct. in absentia pro 4
5,7372,fruct.,fructibus,fructus,wrong_form,step 1 (rule),"","",wrong_form,fructus,scolastr. incumbentia ex eius fruct. supportari nequirent post resign.
5,7372,fruct.,fructibus,fructus,wrong_form,step 1 (rule),"","",wrong_form,fructus,scolastr. incumbentia ex eius fruct. supportari nequirent post resign.
4,1307,gen.,genere,genus,wrong_form,step 2 (candidates),no,generalis; genitus; genus,not_expanded,gen.,ex utr. de mil. gen. de benef. s. e.
4,6189,gen.,genere,genus,wrong_form,step 2 (candidates),no,generalis; genitus; genus,not_expanded,gen.,ex utr. de nob. gen. prov. de can. c.
4,6189,gen.,genere,genus,wrong_form,step 2 (candidates),no,generalis; genitus; genus,not_expanded,gen.,v. presb. de mil. gen. can. et min. preb.
7,1083,gen.,genere,genus,wrong_form,step 2 (candidates),no,generalis; genitus; genus,not_expanded,gen.,utr. par. de mil. gen. litig. contra Henninghum Storbeken
7,1083,gen.,genere,genus,wrong_form,step 2 (candidates),no,generalis; genitus; genus,not_expanded,gen.,utr. par. de mil. gen. n. o. celleraria eccl.
4,6189,gr.,gratie,gratia,wrong_form,step 2 (candidates),no,gratia; grossus,not_expanded,gr.,236 v. de conf. gr. n. o. can. et
4,8386,gr.,gratie,gratia,wrong_form,step 2 (candidates),no,gratia; grossus,not_expanded,gr.,55 ref. sup. revalidatione gr. expect. 28 dec. 1424
4,8386,gr.,gratiam,gratia,wrong_form,step 2 (candidates),no,gratia; grossus,not_expanded,gr.,ref. sup. restitutione ad gr. expect. 27 ian. 1429
4,8386,gr.,gratie,gratia,wrong_form,step 2 (candidates),no,gratia; grossus,not_expanded,gr.,87 de perinde valere gr. cuius vigore vicedominatum eccl.
3,171,hosp.,hospitalis,hospitale,wrong_form,step 2 (candidates),no,hospitale; hospitalis; hospitium,not_expanded,hosp.,Czwickow capel. hosp. s. Georgii e. m.
4,3705,hosp.,hospitalia,hospitale,wrong_form,step 2 (candidates),no,hospitale; hospitalis; hospitium,not_expanded,hosp.,Spiritus op. Razeburg. dioc. hosp. s. Spiritus et s.
4,14897,hosp.,hospitalis,hospitale,wrong_form,step 2 (candidates),no,hospitale; hospitalis; hospitium,not_expanded,hosp.,hosp. Havelberg. dioc. rect. hosp. s. Spiritus ac capelle
5,2286,hosp.,hospitalibus,hospitale,wrong_form,step 2 (candidates),no,hospitale; hospitalis; hospitium,not_expanded,hosp.,Marie necnon capel. in hosp. s. Spiritus et s.
6,3976,hosp.,hospitalis,hospitale,wrong_form,step 2 (candidates),no,hospitale; hospitalis; hospitium,not_expanded,hosp.,Lipczia capel. hosp. s. Georgii e. m.
9,2155,hosp.,hospitalis,hospitale,wrong_form,step 2 (candidates),no,hospitale; hospitalis; hospitium,not_expanded,hosp.,eadem et in capellis hosp. s. Georgii et s.
4,3100,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,studii Liptzen. conferantur 20 ian. 1421 L 212 135
4,3100,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,evocando pro subditis 6 ian. 1421 S 150 120
4,3705,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,dioc. de indulg. 3 ian. 1420 S 136 194
4,3705,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,Margarethe de indulg. 29 ian. 1420 S 138 153
4,6189,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,Bard Zwerin. dioc. 26 ian. 1418 L 199 291
4,6189,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,in Baard Bard 22 ian. 1418 S 108 288
4,6189,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,in eccl. Camin. 8 ian. 29 d. H. produxit
4,8386,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,ad gr. expect. 27 ian. 1429 S 232 145
4,8386,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,o. ut prius 7 ian. 1430 S 251 128
4,8386,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,in eccl. Magdeburg. 10 ian. 1421 S 150 191
4,8386,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,b. Marie Erford. 19 ian. 1425 S 181 230
4,10237,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,Nuemburg. dioc. indulg. 3 ian. 1427 L 269 306
5,6319,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,pro d. eccl. 30 ian. 1443 S 388 93
5,6853,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,utilitatem mense convertendo 9 ian. 1432 S 273 241
5,9465,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,et 2 capp. 2 ian. 1447 V 365 475
7,1083,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,de n. resid. 27 ian. 57 S 496 27
8,547,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,n. possint conserv. 26 ian. 1464 V 512 41
9,419,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,indulg. 7 an. 3 ian. 1469 L 671 291
9,3474,ian.,ianuarii,ianuarius,wrong_form,step 1 (rule),"","",wrong_form,ianuarius,com. sepulture existunt 9 ian. 1469 S 635 169
3,228,immed.,immediate,immediatus,wrong_form,step 1 (rule),"","",wrong_form,immediatus,Marie castri Rom. eccl. immed. subiect. de indulg. 14
8,547,immed.,immediate,immediatus,wrong_form,step 1 (rule),"","",wrong_form,immediatus,s. Egidii R. E. immed. subiecti B. Halberstad. dioc.
3,1990,incorp.,incorporationis,incorporatio,wrong_form,step 2 (candidates),no,incorporare; incorporatio,not_expanded,incorp.,Rom. et Vng. rege incorp. maioris preb. eccl. s.
4,11069,incorp.,incorporationis,incorporatio,wrong_form,step 2 (candidates),no,incorporare; incorporatio,not_expanded,incorp.,abba. etc. de conf. incorp. par. eccl. in Grymis
4,14862,incorp.,incorporationum,incorporatio,wrong_form,step 2 (candidates),no,incorporare; incorporatio,not_expanded,incorp.,et locis regularibus conf. incorp. pro mon. de n.
5,885,incorp.,incorporatione,incorporatio,wrong_form,step 2 (candidates),no,incorporare; incorporatio,not_expanded,incorp.,patron. etiam supplic. de incorp. par. eccl. in Woden
5,1954,incorp.,incorporationis,incorporatio,wrong_form,step 2 (candidates),no,incorporare; incorporatio,not_expanded,incorp.,approbata de conf. d. incorp. 26 apr. 1432 S
6,126,incorp.,incorporatione,incorporatio,wrong_form,step 2 (candidates),no,incorporare; incorporatio,not_expanded,incorp.,dioc. supplic. idem de incorp. capel. s. c. corp.
6,5255,incorp.,incorporatione,incorporatio,wrong_form,step 2 (candidates),no,incorporare; incorporatio,not_expanded,incorp.,Nicolai Halberstad. dioc. de incorp. par. eccl. in Piweling
8,4732,incorp.,incorporatione,incorporatio,wrong_form,step 2 (candidates),no,incorporare; incorporatio,not_expanded,incorp.,Aug. Magdeburg. dioc. de incorp. mense prepos. 40 m.
5,8363,indulg.,indulgentiis,indulgentia,wrong_form,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,solempniter constructum de uberioribus indulg. 11 iul. 1442 S
5,8486,indulg.,indulgentiis,indulgentia,wrong_form,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,51 v de uberioribus indulg. quia paup. est et
7,432,indulg.,indulgentiis,indulgentia,wrong_form,step 2 (candidates),no,indulgentia; indulgere,not_expanded,indulg.,guerris devastatam c. suis indulg. ad capel. in Serwicz
4,2980,ingr.,ingrediendi,ingressus,wrong_form,step 2 (candidates),no,ingredi; ingressio; ingressus,not_expanded,ingr.,7 v. ref. conc. ingr. mon. monial. curie Regnitz
2,370,instr.,instrumenti,instrumentum,wrong_form,step 1 (rule),"","",wrong_form,instrumentum,V 315 248 conf. instr. de conf. oppignorationis medietatis
2,916,interd.,interdicto,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,op. Misnen. dioc. de interd. loc. 7 mai. 1402
4,2980,interd.,interdicto,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,port. ante diem et interd. pro J. de lacticiniis
4,2980,interd.,interdicto,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,et familia alt. port. interd. ante diem lic. requirendi
4,2980,interd.,interdicto,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,112 20 de confess. interd. lic. sacram. eucharistie ministrandi
4,3100,interd.,interdicto,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,rem. plen. alt. port. interd. ante diem confess. lacticiniis
4,14862,interd.,interdicto,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,marchio Misnen. de confess. interd. esu carnium conserv. pro
5,1954,interd.,interdictis,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,ante diem de locis interd. etiam pro ux. et
5,1954,interd.,interdictis,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,321 287 v locis interd. 24 iun. 33 L
5,1954,interd.,interdicti,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,in eccl. Misnen. temp. interd. pro ipsis et fam.
5,6853,interd.,interdicti,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,delegare val. de temp. interd. 15 mai. 1436 S
5,7372,interd.,interdictis,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,dotaverunt copiose de locis interd. conc. de omn. in
5,8513,interd.,interdictis,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,an. et de locis interd. conc. de 4 an.
8,324,interd.,interdicti,interdictum,wrong_form,step 2 (candidates),no,interdicere; interdictum,not_expanded,interd.,lic. celebr. etiam temp. interd. 4 nov. 1458 S
4,3877,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,dioc. de indulg. 8 iul. 1426 S 199 256
4,5813,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,80 ante diem 23 iul. 1422 L 237 156
4,8386,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,et Johannem Ritter 5 iul. 1426 L 264 152
4,8386,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,Stendalien. Halberstad. dioc. 31 iul. 1421 L 210 3
4,8386,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,ac custodia Nuemburg. 12 iul. 1430 S 259 90
4,8386,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,de Steymbeke cler. 5 iul. 1426 L 264 153
4,8386,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,1 104 v 19 iul. 1420 M 1 122
4,14862,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,sit dignitas electiva 8 iul. 1423 S 169 97
4,15028,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,dioc. de indulg. 25 iul. 1425 S 189 59
5,6313,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,de 5 an. 2 iul. 1438 S 349 95
5,6319,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,lic. elig. confess. 6 iul. 1443 S 391 221
5,6338,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,destructa de indulg. 20 iul. 1434 S 297 55
5,7397,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,dioc. in Alamania 6 iul. 32 S 278 112
5,7397,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,278 112 vs 12 iul. 1432 S 278 191
5,8363,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,de uberioribus indulg. 11 iul. 1442 S 384 47
5,8486,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,magna indiget reformatione 11 iul. 1442 S 384 47
5,8513,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,de 4 an. 2 iul. 1440 S 366 273
5,8895,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,dampnificata de indulg. 19 iul. 32 S 285 237
5,8895,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,285 237 vs 25 iul. 32 S 278 257
5,9557,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,completa de indulg. 20 iul. 1434 S 297 55
6,554,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,relax. 7 an. 19 iul. 1453 S 468 66
6,1073,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,relax. 7 an. 19 iul. 1453 S 467 294
6,5255,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,Michaelis d. eccl. 13 iul. 1452 S 461 105
6,5322,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,Thome de Aquino 5 iul. 1453 S 467 201
6,6006,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,relax. 7 an. 21 iul. 1453 S 468 52
7,1083,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,Gerardi Koneken sen. 26 iul. 1455 S 483 154
7,2487,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,lic. audiendi confessiones 5 iul. 1457 S 502 53
7,2487,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,Spiritus inundatorum decidant 11 iul. 1458 L 531 49
8,4732,iul.,iulii,iulius,wrong_form,step 1 (rule),"","",wrong_form,iulius,4 m. arg. 24 iul. 1459 S 520 91
4,6189,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,dioc. sup. ann. 8 iun. 1419 DC 5 96
4,6189,iun.,iuniorem,iunior,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,Sabel Parzisow Hermannum Bluter iun. Georgium Grewekow et Nicolaum
4,11069,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,Johannem ep. Misnen. 4 iun. 1421 S 153 255
4,14862,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,et uxore sua 16 iun. 1423 S 168 234
5,885,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,dioc. de conserv. 30 iun. 1435 S 307 228
5,885,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,Martino V. conf. 26 iun. 1436 S 323 235
5,885,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,supplic. de indulg. 30 iun. 1435 S 309 203
5,1954,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,v locis interd. 24 iun. 33 L 321 284
5,1954,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,v ante diem 24 iun. 1433 L 321 277
5,1954,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,lic. elig. confess. 24 iun. 33 L 321 287
5,1954,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,ux. alt. port. 21 iun. 33 L 321 281
5,6853,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,ad 7 an. 1 iun. 35 S 311 298
5,8363,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,constructum de indulg. 6 iun. 1442 S 385 92
6,568,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,de 5 an. 13 iun. 1450 S 445 60
6,5255,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,fabrice d. eccl. 1 iun. 1451 DC 26 193
7,2487,iun.,iunioris,iunior,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,consensu Frederici sen. et iun. marchionum Brandenburg. necnon consulatus
8,547,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,dioc. de conserv. 23 iun. 60 S 531 248
8,2974,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,indulg. 7 an. 30 iun. 1460 S 531 251
